"Account_Domain","Account_Name",ComputerName,"Error_Code",EventCode,EventType,Exception,Function,"Handle_ID",Keywords,LogName,"Logon_ID",Message,"New_Security_Descriptor","Object_Name","Object_Server","Object_Type",OpCode,"Original_Security_Descriptor",Path,"Process_ID","Process_Name",RecordNumber,"ScriptBlock_ID","Security_ID",Sid,SidType,Source,SourceName,TaskCategory,Type,User,Warning,"_raw","_time","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",eventtype,flags,host,index,linecount,punct,source,sourcetype,"splunk_server","splunk_server_group",timeendpos,timestartpos
,,"Ayesha-Maliha",,1254,4,,,,"WNP Transport Layer","Microsoft-Windows-PushNotification-Platform/Operational",,"WNP Transport Layer for Data Connection detected preferred interface change. Old index 15, old address family 0. New index 0, new address family 0, NDIS_PHYSICAL_MEDIUM 0.",,,,,Info,,,,,45511,,,"S-1-5-18",0,,"Microsoft-Windows-PushNotifications-Platform",None,Information,"NOT_TRANSLATED",,"10/10/2024 08:54:02 PM
LogName=Microsoft-Windows-PushNotification-Platform/Operational
EventCode=1254
EventType=4
ComputerName=Ayesha-Maliha
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
SourceName=Microsoft-Windows-PushNotifications-Platform
Type=Information
RecordNumber=45511
Keywords=WNP Transport Layer
TaskCategory=None
OpCode=Info
Message=WNP Transport Layer for Data Connection detected preferred interface change. Old index 15, old address family 0. New index 0, new address family 0, NDIS_PHYSICAL_MEDIUM 0.","2024-10-10T20:54:02.000+0500",20,10,54,october,2,thursday,2024,local,,,"AYESHA-MALIHA",main,15,"//_::_=---/===-==---==---===__===_________.___,___","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","Ayesha-Maliha",,23,0
,,"Ayesha-Maliha",,1254,4,,,,"WNP Transport Layer","Microsoft-Windows-PushNotification-Platform/Operational",,"WNP Transport Layer for Test Connection detected preferred interface change. Old index 0, old address family 0. New index 15, new address family 0, NDIS_PHYSICAL_MEDIUM 9.",,,,,Info,,,,,45500,,,"S-1-5-18",0,,"Microsoft-Windows-PushNotifications-Platform",None,Information,"NOT_TRANSLATED",,"10/10/2024 08:53:51 PM
LogName=Microsoft-Windows-PushNotification-Platform/Operational
EventCode=1254
EventType=4
ComputerName=Ayesha-Maliha
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
SourceName=Microsoft-Windows-PushNotifications-Platform
Type=Information
RecordNumber=45500
Keywords=WNP Transport Layer
TaskCategory=None
OpCode=Info
Message=WNP Transport Layer for Test Connection detected preferred interface change. Old index 0, old address family 0. New index 15, new address family 0, NDIS_PHYSICAL_MEDIUM 9.","2024-10-10T20:53:51.000+0500",20,10,53,october,51,thursday,2024,local,,,"AYESHA-MALIHA",main,15,"//_::_=---/===-==---==---===__===_________.___,___","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","Ayesha-Maliha",,23,0
,,"Ayesha-Maliha",,1254,4,,,,"WNP Transport Layer","Microsoft-Windows-PushNotification-Platform/Operational",,"WNP Transport Layer for Data Connection detected preferred interface change. Old index 0, old address family 0. New index 15, new address family 0, NDIS_PHYSICAL_MEDIUM 9.",,,,,Info,,,,,45456,,,"S-1-5-18",0,,"Microsoft-Windows-PushNotifications-Platform",None,Information,"NOT_TRANSLATED",,"10/10/2024 08:51:54 PM
LogName=Microsoft-Windows-PushNotification-Platform/Operational
EventCode=1254
EventType=4
ComputerName=Ayesha-Maliha
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
SourceName=Microsoft-Windows-PushNotifications-Platform
Type=Information
RecordNumber=45456
Keywords=WNP Transport Layer
TaskCategory=None
OpCode=Info
Message=WNP Transport Layer for Data Connection detected preferred interface change. Old index 0, old address family 0. New index 15, new address family 0, NDIS_PHYSICAL_MEDIUM 9.","2024-10-10T20:51:54.000+0500",20,10,51,october,54,thursday,2024,local,,,"AYESHA-MALIHA",main,15,"//_::_=---/===-==---==---===__===_________.___,___","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","Ayesha-Maliha",,23,0
,,"Ayesha-Maliha",,1254,4,,,,"WNP Transport Layer","Microsoft-Windows-PushNotification-Platform/Operational",,"WNP Transport Layer for Data Connection detected preferred interface change. Old index 15, old address family 0. New index 0, new address family 0, NDIS_PHYSICAL_MEDIUM 0.",,,,,Info,,,,,45434,,,"S-1-5-18",0,,"Microsoft-Windows-PushNotifications-Platform",None,Information,"NOT_TRANSLATED",,"10/10/2024 08:49:37 PM
LogName=Microsoft-Windows-PushNotification-Platform/Operational
EventCode=1254
EventType=4
ComputerName=Ayesha-Maliha
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
SourceName=Microsoft-Windows-PushNotifications-Platform
Type=Information
RecordNumber=45434
Keywords=WNP Transport Layer
TaskCategory=None
OpCode=Info
Message=WNP Transport Layer for Data Connection detected preferred interface change. Old index 15, old address family 0. New index 0, new address family 0, NDIS_PHYSICAL_MEDIUM 0.","2024-10-10T20:49:37.000+0500",20,10,49,october,37,thursday,2024,local,,,"AYESHA-MALIHA",main,15,"//_::_=---/===-==---==---===__===_________.___,___","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","Ayesha-Maliha",,23,0
,,"Ayesha-Maliha",,1254,4,,,,"WNP Transport Layer","Microsoft-Windows-PushNotification-Platform/Operational",,"WNP Transport Layer for Data Connection detected preferred interface change. Old index 0, old address family 0. New index 15, new address family 0, NDIS_PHYSICAL_MEDIUM 9.",,,,,Info,,,,,45384,,,"S-1-5-18",0,,"Microsoft-Windows-PushNotifications-Platform",None,Information,"NOT_TRANSLATED",,"10/10/2024 08:45:36 PM
LogName=Microsoft-Windows-PushNotification-Platform/Operational
EventCode=1254
EventType=4
ComputerName=Ayesha-Maliha
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
SourceName=Microsoft-Windows-PushNotifications-Platform
Type=Information
RecordNumber=45384
Keywords=WNP Transport Layer
TaskCategory=None
OpCode=Info
Message=WNP Transport Layer for Data Connection detected preferred interface change. Old index 0, old address family 0. New index 15, new address family 0, NDIS_PHYSICAL_MEDIUM 9.","2024-10-10T20:45:36.000+0500",20,10,45,october,36,thursday,2024,local,,,"AYESHA-MALIHA",main,15,"//_::_=---/===-==---==---===__===_________.___,___","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","Ayesha-Maliha",,23,0
,,"Ayesha-Maliha",,1254,4,,,,"WNP Transport Layer","Microsoft-Windows-PushNotification-Platform/Operational",,"WNP Transport Layer for Data Connection detected preferred interface change. Old index 15, old address family 0. New index 0, new address family 0, NDIS_PHYSICAL_MEDIUM 0.",,,,,Info,,,,,45363,,,"S-1-5-18",0,,"Microsoft-Windows-PushNotifications-Platform",None,Information,"NOT_TRANSLATED",,"10/10/2024 08:45:29 PM
LogName=Microsoft-Windows-PushNotification-Platform/Operational
EventCode=1254
EventType=4
ComputerName=Ayesha-Maliha
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
SourceName=Microsoft-Windows-PushNotifications-Platform
Type=Information
RecordNumber=45363
Keywords=WNP Transport Layer
TaskCategory=None
OpCode=Info
Message=WNP Transport Layer for Data Connection detected preferred interface change. Old index 15, old address family 0. New index 0, new address family 0, NDIS_PHYSICAL_MEDIUM 0.","2024-10-10T20:45:29.000+0500",20,10,45,october,29,thursday,2024,local,,,"AYESHA-MALIHA",main,15,"//_::_=---/===-==---==---===__===_________.___,___","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","Ayesha-Maliha",,23,0
,,"Ayesha-Maliha",,1254,4,,,,"WNP Transport Layer","Microsoft-Windows-PushNotification-Platform/Operational",,"WNP Transport Layer for Data Connection detected preferred interface change. Old index 0, old address family 0. New index 15, new address family 0, NDIS_PHYSICAL_MEDIUM 9.",,,,,Info,,,,,45326,,,"S-1-5-18",0,,"Microsoft-Windows-PushNotifications-Platform",None,Information,"NOT_TRANSLATED",,"10/10/2024 08:45:28 PM
LogName=Microsoft-Windows-PushNotification-Platform/Operational
EventCode=1254
EventType=4
ComputerName=Ayesha-Maliha
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
SourceName=Microsoft-Windows-PushNotifications-Platform
Type=Information
RecordNumber=45326
Keywords=WNP Transport Layer
TaskCategory=None
OpCode=Info
Message=WNP Transport Layer for Data Connection detected preferred interface change. Old index 0, old address family 0. New index 15, new address family 0, NDIS_PHYSICAL_MEDIUM 9.","2024-10-10T20:45:28.000+0500",20,10,45,october,28,thursday,2024,local,,,"AYESHA-MALIHA",main,15,"//_::_=---/===-==---==---===__===_________.___,___","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","Ayesha-Maliha",,23,0
,,"Ayesha-Maliha",,1254,4,,,,"WNP Transport Layer","Microsoft-Windows-PushNotification-Platform/Operational",,"WNP Transport Layer for Data Connection detected preferred interface change. Old index 15, old address family 0. New index 0, new address family 0, NDIS_PHYSICAL_MEDIUM 0.",,,,,Info,,,,,45304,,,"S-1-5-18",0,,"Microsoft-Windows-PushNotifications-Platform",None,Information,"NOT_TRANSLATED",,"10/10/2024 08:44:06 PM
LogName=Microsoft-Windows-PushNotification-Platform/Operational
EventCode=1254
EventType=4
ComputerName=Ayesha-Maliha
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
SourceName=Microsoft-Windows-PushNotifications-Platform
Type=Information
RecordNumber=45304
Keywords=WNP Transport Layer
TaskCategory=None
OpCode=Info
Message=WNP Transport Layer for Data Connection detected preferred interface change. Old index 15, old address family 0. New index 0, new address family 0, NDIS_PHYSICAL_MEDIUM 0.","2024-10-10T20:44:06.000+0500",20,10,44,october,6,thursday,2024,local,,,"AYESHA-MALIHA",main,15,"//_::_=---/===-==---==---===__===_________.___,___","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","Ayesha-Maliha",,23,0
,,"Ayesha-Maliha",,1254,4,,,,"WNP Transport Layer","Microsoft-Windows-PushNotification-Platform/Operational",,"WNP Transport Layer for Data Connection detected preferred interface change. Old index 0, old address family 0. New index 15, new address family 0, NDIS_PHYSICAL_MEDIUM 9.",,,,,Info,,,,,45205,,,"S-1-5-18",0,,"Microsoft-Windows-PushNotifications-Platform",None,Information,"NOT_TRANSLATED",,"10/10/2024 08:39:49 PM
LogName=Microsoft-Windows-PushNotification-Platform/Operational
EventCode=1254
EventType=4
ComputerName=Ayesha-Maliha
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
SourceName=Microsoft-Windows-PushNotifications-Platform
Type=Information
RecordNumber=45205
Keywords=WNP Transport Layer
TaskCategory=None
OpCode=Info
Message=WNP Transport Layer for Data Connection detected preferred interface change. Old index 0, old address family 0. New index 15, new address family 0, NDIS_PHYSICAL_MEDIUM 9.","2024-10-10T20:39:49.000+0500",20,10,39,october,49,thursday,2024,local,,,"AYESHA-MALIHA",main,15,"//_::_=---/===-==---==---===__===_________.___,___","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","Ayesha-Maliha",,23,0
,,"Ayesha-Maliha",,1254,4,,,,"WNP Transport Layer","Microsoft-Windows-PushNotification-Platform/Operational",,"WNP Transport Layer for Data Connection detected preferred interface change. Old index 15, old address family 0. New index 0, new address family 0, NDIS_PHYSICAL_MEDIUM 0.",,,,,Info,,,,,45055,,,"S-1-5-18",0,,"Microsoft-Windows-PushNotifications-Platform",None,Information,"NOT_TRANSLATED",,"10/10/2024 05:27:31 PM
LogName=Microsoft-Windows-PushNotification-Platform/Operational
EventCode=1254
EventType=4
ComputerName=Ayesha-Maliha
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
SourceName=Microsoft-Windows-PushNotifications-Platform
Type=Information
RecordNumber=45055
Keywords=WNP Transport Layer
TaskCategory=None
OpCode=Info
Message=WNP Transport Layer for Data Connection detected preferred interface change. Old index 15, old address family 0. New index 0, new address family 0, NDIS_PHYSICAL_MEDIUM 0.","2024-10-10T17:27:31.000+0500",17,10,27,october,31,thursday,2024,local,,,"AYESHA-MALIHA",main,15,"//_::_=---/===-==---==---===__===_________.___,___","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","Ayesha-Maliha",,23,0
,,"Ayesha-Maliha",,1254,4,,,,"WNP Transport Layer","Microsoft-Windows-PushNotification-Platform/Operational",,"WNP Transport Layer for Test Connection detected preferred interface change. Old index 0, old address family 0. New index 15, new address family 0, NDIS_PHYSICAL_MEDIUM 9.",,,,,Info,,,,,44838,,,"S-1-5-18",0,,"Microsoft-Windows-PushNotifications-Platform",None,Information,"NOT_TRANSLATED",,"10/09/2024 06:29:59 PM
LogName=Microsoft-Windows-PushNotification-Platform/Operational
EventCode=1254
EventType=4
ComputerName=Ayesha-Maliha
User=NOT_TRANSLATED
Sid=S-1-5-18
SidType=0
SourceName=Microsoft-Windows-PushNotifications-Platform
Type=Information
RecordNumber=44838
Keywords=WNP Transport Layer
TaskCategory=None
OpCode=Info
Message=WNP Transport Layer for Test Connection detected preferred interface change. Old index 0, old address family 0. New index 15, new address family 0, NDIS_PHYSICAL_MEDIUM 9.","2024-10-09T18:29:59.000+0500",18,9,29,october,59,wednesday,2024,local,,,"AYESHA-MALIHA",main,15,"//_::_=---/===-==---==---===__===_________.___,___","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","WinEventLog:Microsoft-Windows-PushNotification-Platform/Operational","Ayesha-Maliha",,23,0
